蔬菜类,百灵菇,37.00,35.00,36.00,公斤,1000.00,2025-08-03
蔬菜类,猴头菇,30.00,28.00,29.00,公斤,800.00,2025-08-03
蔬菜类,双孢菇,17.00,16.00,16.40,公斤,1000.00,2025-08-03
蔬菜类,草菇,32.00,30.00,31.00,公斤,1000.00,2025-08-03
蔬菜类,鸡腿菇,30.00,28.00,29.00,公斤,1500.00,2025-08-03
蔬菜类,金针菇,8.00,6.00,7.00,公斤,4000.00,2025-08-03
蔬菜类,鲜香菇,12.00,8.00,10.00,公斤,10000.00,2025-08-03
蔬菜类,小黄瓜,11.00,8.00,10.00,公斤,4000.00,2025-08-03
蔬菜类,甜豌豆,26.00,24.00,25.00,公斤,1000.00,2025-08-03
蔬菜类,荷兰豆,18.00,17.00,17.40,公斤,1000.00,2025-08-03
蔬菜类,香葱,11.00,9.00,10.00,公斤,8000.00,2025-08-03
蔬菜类,芋头,16.00,12.00,14.00,公斤,4000.00,2025-08-03
蔬菜类,山药,12.00,8.00,9.00,公斤,5000.00,2025-08-03
蔬菜类,姜,14.00,10.00,12.00,公斤,10000.00,2025-08-03
蔬菜类,土豆,4.00,2.40,3.00,公斤,22000.00,2025-08-03
粮油类,大麦,7.00,6.00,6.40,公斤,600.00,2025-08-03
粮油类,标准粉,5.00,4.00,4.40,公斤,7000.00,2025-08-03
粮油类,北方圆江米,8.00,6.40,7.00,公斤,200.00,2025-08-03
粮油类,北方江米,8.00,6.40,7.00,公斤,300.00,2025-08-03
粮油类,白豇豆,8.00,6.00,7.00,公斤,500.00,2025-08-03
粮油类,白芸豆,30.00,28.00,29.00,公斤,800.00,2025-08-03
粮油类,白芝麻,20.00,18.00,19.00,公斤,550.00,2025-08-03
粮油类,白碗豆,7.00,6.00,6.60,公斤,800.00,2025-08-03
水果类,进口菠萝,12.00,11.00,11.40,公斤,1000.00,2025-08-02
水果类,进口火龙果,13.00,12.00,12.40,公斤,2000.00,2025-08-02
水果类,进口山竹,46.00,40.00,44.00,公斤,800.00,2025-08-02
水果类,进口榴莲,66.00,54.00,56.00,公斤,800.00,2025-08-02
水果类,进口姬娜苹果,30.00,29.00,29.40,公斤,1000.00,2025-08-02
水果类,进口柠檬,22.00,20.00,21.00,公斤,800.00,2025-08-02
水果类,进口脐橙,18.00,16.00,17.00,公斤,1000.00,2025-08-02
水果类,雪花梨,7.00,6.00,6.40,公斤,2000.00,2025-08-03
水果类,黄香蕉苹果,12.00,10.00,11.00,公斤,1000.00,2025-08-03
水果类,红富士苹果,12.00,10.00,11.00,公斤,8000.00,2025-08-03
水产类,小龙虾,100.00,50.00,66.00,公斤,5000.00,2025-08-03
水产类,泥鳅,28.00,22.00,24.00,公斤,0.00,2025-08-03
